customer_id,signup_date,acquisition_channel,region,loyalty_member,spend_propensity,initial_orders_estimate,high_value_flag
CUST103183,26-05-2024,email,north,0,0.2522,1,0
CUST103184,09-01-2024,social,north,0,0.5526,1,0
CUST103185,14-09-2024,paid_search,south,0,0.0748,1,0
CUST103186,23-12-2024,organic_search,east,0,0.2391,1,0
CUST103187,11-12-2024,organic_search,south,0,0.1622,1,0
CUST103188,08-08-2024,paid_search,south,0,3.0225,9,1
CUST103189,01-04-2024,email,east,0,0.2126,1,0
CUST103190,24-02-2024,referral,south,0,1.9788,5,0
CUST103191,19-02-2024,paid_search,east,1,0.1219,1,0
CUST103192,25-09-2024,paid_search,south,1,2.0377,6,0
CUST103193,17-03-2024,email,central,0,0.9149,2,0
CUST103194,03-05-2024,paid_search,south,0,1.8952,5,0
CUST103195,08-04-2024,social,south,0,2.02,6,0
CUST103196,13-11-2024,organic_search,central,1,0.9073,2,0
CUST103197,26-09-2024,social,north,1,2.4973,7,0
CUST103198,09-05-2024,paid_search,east,0,0.8806,2,0
CUST103199,30-06-2024,email,west,0,1.2468,3,0
CUST103200,16-05-2024,email,central,0,0.538,1,0
CUST103201,22-07-2024,organic_search,north,0,2.4542,7,0
CUST103202,10-02-2024,social,south,0,1.7382,5,0
CUST103203,10-07-2024,email,north,1,0.1824,1,0
CUST103204,26-07-2024,organic_search,central,0,0.8589,2,0
CUST103205,23-08-2024,organic_search,south,0,2.2714,6,0
CUST103206,16-10-2024,organic_search,north,1,1.5753,4,0
CUST103207,04-05-2024,paid_search,west,0,3.2848,9,0
CUST103208,22-12-2024,paid_search,east,0,0.2631,1,0
CUST103209,25-04-2024,social,east,0,0.458,1,0
CUST103210,02-06-2024,organic_search,central,0,4.2458,12,1
CUST103211,16-12-2024,email,south,0,0.2648,1,0
CUST103212,11-02-2024,organic_search,south,0,0.5009,1,0
CUST103213,30-11-2024,organic_search,east,0,0.7712,2,0
CUST103214,28-11-2024,paid_search,north,0,0.2124,1,0
CUST103215,17-01-2024,paid_search,south,0,0.2966,1,0
CUST103216,17-02-2024,organic_search,west,0,0.1334,1,0
CUST103217,26-07-2024,organic_search,west,0,1.2496,3,0
CUST103218,13-07-2024,organic_search,south,0,2.6923,8,0
CUST103219,12-07-2024,social,south,0,0.2488,1,0
CUST103220,09-10-2024,email,east,0,0.7079,2,0
CUST103221,31-08-2024,paid_search,central,0,0.0707,1,0
CUST103222,29-01-2024,social,east,0,2.5692,7,0
CUST103223,22-11-2024,social,central,0,0.3488,1,0
CUST103224,05-01-2024,organic_search,west,0,2.1756,6,0
CUST103225,25-12-2024,referral,central,1,0.6884,2,0
CUST103226,28-03-2024,email,east,0,1.8981,5,0
CUST103227,12-02-2024,organic_search,south,0,0.2838,1,0
CUST103228,12-09-2024,organic_search,central,0,0.1927,1,0
CUST103229,10-08-2024,organic_search,east,0,1.8932,5,0
CUST103230,26-11-2024,organic_search,west,0,0.2394,1,0
CUST103231,18-06-2024,social,central,0,1.3712,4,0
CUST103232,16-10-2024,paid_search,west,0,0.4225,1,0
CUST103233,18-02-2024,email,west,0,1.3791,4,0
CUST103234,27-09-2024,social,north,0,2.3821,7,0
CUST103235,22-01-2024,social,central,0,3.9975,11,0
CUST103236,27-04-2024,social,east,0,0.446,1,0
CUST103237,18-04-2024,organic_search,central,1,0.4581,1,0
CUST103238,20-12-2024,organic_search,central,0,3.9839,11,0
CUST103239,17-10-2024,social,west,0,1.9771,5,0
CUST103240,31-08-2024,organic_search,west,0,0.0461,1,0
CUST103241,18-05-2024,organic_search,west,0,0.852,2,0
CUST103242,24-01-2024,email,west,0,0.2,1,0
CUST103243,08-02-2024,social,east,0,5.1181,15,1
CUST103244,16-12-2024,organic_search,south,0,0.1496,1,0
CUST103245,23-05-2024,social,north,0,0.8195,2,0
CUST103246,05-10-2024,email,west,0,1.0942,3,0
CUST103247,15-10-2024,organic_search,west,0,2.7656,8,0
CUST103248,02-12-2024,organic_search,north,1,1.879,5,0
CUST103249,17-01-2024,email,west,0,0.282,1,0
CUST103250,01-04-2024,organic_search,south,0,0.8501,2,0
CUST103251,10-06-2024,organic_search,central,0,3.0699,9,0
CUST103252,09-01-2024,paid_search,north,0,1.3307,3,0
CUST103253,16-04-2024,email,east,0,1.1658,3,0
CUST103254,27-10-2024,organic_search,north,0,1.4061,4,0
CUST103255,14-03-2024,organic_search,south,0,0.3894,1,0
CUST103256,30-12-2024,organic_search,east,0,1.3066,3,0
CUST103257,22-07-2024,referral,central,0,0.2651,1,0
CUST103258,09-02-2024,organic_search,west,0,0.5588,1,0
CUST103259,02-06-2024,social,north,1,2.2066,6,0
CUST103260,24-03-2024,email,east,0,0.0192,1,0
CUST103261,15-10-2024,organic_search,north,0,0.535,1,0
CUST103262,03-05-2024,referral,central,0,0.3104,1,0
CUST103263,17-10-2024,email,north,0,0.2214,1,0
CUST103264,18-07-2024,email,east,0,1.8237,5,0
CUST103265,12-12-2024,organic_search,south,0,1.1924,3,0
CUST103266,03-10-2024,social,east,0,0.1195,1,0
CUST103267,18-06-2024,email,north,0,0.6821,2,0
CUST103268,15-07-2024,referral,central,0,0.6291,1,0
CUST103269,13-01-2025,organic_search,west,0,0.9226,2,0
CUST103270,12-03-2024,email,west,0,1.6083,4,0
CUST103271,18-12-2024,organic_search,central,0,0.4568,1,0
CUST103272,05-01-2025,organic_search,north,0,8.6113,25,1
CUST103273,10-02-2024,paid_search,central,0,0.2133,1,0
CUST103274,13-09-2024,email,north,0,0.3784,1,0
CUST103275,16-01-2025,paid_search,east,0,0.6001,1,0
CUST103276,26-06-2024,paid_search,south,0,0.9293,2,0
CUST103277,28-01-2024,referral,north,0,2.1472,6,0
CUST103278,20-02-2024,paid_search,west,0,0.1155,1,0
CUST103279,11-08-2024,social,west,0,0.1006,1,0
CUST103280,28-04-2024,paid_search,south,0,2.8197,8,0
CUST103281,08-02-2024,paid_search,north,0,1.0382,3,0
CUST103282,23-06-2024,social,south,1,0.1064,1,0
CUST103283,05-11-2024,email,east,1,3.5655,10,0
CUST103284,10-11-2024,paid_search,south,0,0.1591,1,0
CUST103285,31-10-2024,email,east,0,1.4539,4,0
CUST103286,22-07-2024,organic_search,west,0,0.0355,1,0
CUST103287,16-06-2024,organic_search,east,0,0.9796,2,0
CUST103288,16-01-2024,paid_search,north,1,0.7912,2,0
CUST103289,20-11-2024,organic_search,north,0,0.2332,1,0
CUST103290,19-05-2024,organic_search,north,0,1.0304,3,0
CUST103291,18-08-2024,paid_search,north,1,0.9599,2,0
CUST103292,08-09-2024,organic_search,central,0,1.6012,4,0
CUST103293,26-04-2024,organic_search,east,0,2.0865,6,0
CUST103294,01-07-2024,paid_search,north,1,0.7136,2,0
CUST103295,10-10-2024,social,south,0,0.6739,2,0
CUST103296,11-07-2024,email,south,0,0.9718,2,0
CUST103297,09-08-2024,social,central,0,1.3064,3,0
CUST103298,05-04-2024,paid_search,east,0,0.4403,1,0
CUST103299,14-12-2024,email,east,0,0.7025,2,0
CUST103300,26-10-2024,email,east,0,0.8797,2,0
CUST103301,04-12-2024,organic_search,central,1,4.4549,13,0
CUST103302,13-07-2024,organic_search,east,0,0.886,2,0
CUST103303,13-02-2024,social,east,0,0.2538,1,0
CUST103304,12-11-2024,social,north,0,0.8867,2,0
CUST103305,31-05-2024,email,east,0,1.712,5,0
CUST103306,06-05-2024,social,north,0,11.6864,35,1
CUST103307,31-12-2024,social,north,0,9.6641,28,1
CUST103308,07-02-2024,referral,east,0,2.1911,6,0
CUST103309,12-02-2024,paid_search,south,0,0.4076,1,0
CUST103310,17-05-2024,organic_search,west,0,0.7084,2,0
CUST103311,19-03-2024,email,south,0,1.5123,4,0
CUST103312,13-07-2024,organic_search,east,0,0.3071,1,0
CUST103313,30-12-2024,email,east,0,0.4645,1,0
CUST103314,20-11-2024,referral,south,0,1.7788,5,0
CUST103315,19-03-2024,social,east,0,1.47,4,0
CUST103316,13-01-2025,social,north,0,3.5474,10,0
CUST103317,18-07-2024,paid_search,central,0,5.515,16,1
CUST103318,11-06-2024,paid_search,east,0,0.2754,1,0
CUST103319,03-07-2024,paid_search,east,0,2.3071,6,0
CUST103320,24-02-2024,social,south,0,0.0993,1,0
CUST103321,16-02-2024,email,north,0,1.2372,3,0
CUST103322,03-01-2024,social,south,0,0.2486,1,0
CUST103323,06-06-2024,organic_search,south,0,0.3571,1,0
CUST103324,15-08-2024,paid_search,east,0,2.9247,8,0
CUST103325,03-07-2024,email,north,0,0.3054,1,0
CUST103326,18-05-2024,paid_search,east,0,1.1183,3,0
CUST103327,22-02-2024,paid_search,east,0,0.1962,1,0
CUST103328,08-03-2024,email,east,0,0.098,1,0
CUST103329,14-02-2024,social,east,0,0.4145,1,0
CUST103330,05-04-2024,paid_search,central,0,0.9787,2,0
CUST103331,08-08-2024,email,west,0,0.2849,1,0
CUST103332,17-08-2024,organic_search,north,0,0.3569,1,0
CUST103333,12-10-2024,referral,central,0,7.401,22,1
CUST103334,11-10-2024,organic_search,west,1,0.1085,1,0
CUST103335,19-09-2024,organic_search,west,0,0.5922,1,0
CUST103336,27-07-2024,email,west,1,17.0565,51,1
CUST103337,22-02-2024,organic_search,central,0,0.5058,1,0
CUST103338,14-01-2024,social,north,0,0.5695,1,0
CUST103339,15-02-2024,email,south,0,1.3402,4,0
CUST103340,30-06-2024,email,west,1,1.5096,4,0
CUST103341,10-10-2024,referral,south,0,8.8078,26,1
CUST103342,17-02-2024,organic_search,south,0,6.1502,18,1
CUST103343,01-11-2024,social,east,0,0.0741,1,0
CUST103344,02-11-2024,organic_search,south,0,4.0316,12,0
CUST103345,15-06-2024,paid_search,east,0,2.9995,8,0
CUST103346,16-07-2024,email,north,0,1.9115,5,0
CUST103347,07-01-2024,paid_search,north,0,0.6054,1,0
CUST103348,29-05-2024,social,east,0,2.0472,6,0
CUST103349,30-07-2024,paid_search,north,0,0.2495,1,0
CUST103350,17-07-2024,social,west,0,1.5686,4,0
CUST103351,13-02-2024,referral,north,0,0.2049,1,0
CUST103352,06-01-2025,organic_search,east,1,1.6894,5,0
CUST103353,13-10-2024,social,west,0,0.9533,2,0
CUST103354,04-05-2024,email,south,0,0.1032,1,0
CUST103355,19-10-2024,paid_search,south,0,2.2568,6,0
CUST103356,23-09-2024,organic_search,south,0,0.8626,2,0
CUST103357,27-03-2024,social,east,0,1.0678,3,0
CUST103358,16-12-2024,organic_search,south,0,2.0003,6,0
CUST103359,13-07-2024,organic_search,north,0,2.0529,6,0
CUST103360,27-03-2024,email,south,0,0.7879,2,0
CUST103361,12-03-2024,paid_search,central,0,0.5467,1,0
CUST103362,17-05-2024,email,central,0,0.7642,2,0
CUST103363,03-06-2024,email,south,0,1.2151,3,0
CUST103364,17-05-2024,social,south,1,1.1876,3,0
CUST103365,09-09-2024,organic_search,central,0,0.4425,1,0
CUST103366,15-03-2024,paid_search,south,0,0.4866,1,0
CUST103367,02-02-2024,organic_search,west,0,0.8261,2,0
CUST103368,26-03-2024,email,central,0,2.5824,7,0
CUST103369,10-08-2024,organic_search,east,0,1.3682,4,0
CUST103370,21-05-2024,organic_search,central,0,0.495,1,0
CUST103371,03-08-2024,paid_search,north,0,0.411,1,0
CUST103372,02-06-2024,organic_search,west,0,0.7416,2,0
CUST103373,04-09-2024,organic_search,east,0,2.0402,6,0
CUST103374,09-02-2024,social,south,0,0.0087,1,0
CUST103375,03-07-2024,organic_search,north,0,1.2396,3,0
CUST103376,08-05-2024,organic_search,north,0,0.3489,1,0
CUST103377,06-05-2024,paid_search,west,0,0.2337,1,0
CUST103378,04-01-2025,social,east,0,0.0122,1,0
CUST103379,16-11-2024,social,north,0,2.2691,6,0
CUST103380,10-09-2024,paid_search,east,0,2.4332,7,0
CUST103381,31-10-2024,social,east,0,0.0634,1,0
CUST103382,11-11-2024,paid_search,north,0,0.7378,2,0
CUST103383,10-04-2024,email,east,0,0.1656,1,0
CUST103384,22-08-2024,organic_search,west,0,1.4217,4,0
CUST103385,24-02-2024,social,north,1,1.0948,3,0
CUST103386,10-03-2024,email,west,0,0.3526,1,0
CUST103387,04-06-2024,email,west,0,0.1244,1,0
CUST103388,04-01-2024,organic_search,east,0,1.7792,5,0
CUST103389,21-07-2024,organic_search,east,0,6.7298,20,1
CUST103390,19-06-2024,social,north,0,0.0068,1,0
CUST103391,13-11-2024,organic_search,south,1,5.9311,17,0
CUST103392,13-07-2024,email,north,1,1.6623,4,0
CUST103393,17-06-2024,social,west,0,0.8935,2,0
CUST103394,13-08-2024,social,east,1,0.5529,1,0
CUST103395,20-06-2024,organic_search,west,1,5.2612,15,0
CUST103396,08-08-2024,social,central,0,0.9668,2,0
CUST103397,29-11-2024,social,central,0,1.0217,3,0
CUST103398,31-10-2024,email,west,0,3.4126,10,1
CUST103399,10-03-2024,organic_search,south,0,0.1968,1,0
CUST103400,02-06-2024,organic_search,south,0,0.9758,2,0
CUST103401,13-06-2024,paid_search,north,0,0.2082,1,0
CUST103402,04-11-2024,organic_search,north,1,0.2357,1,0
CUST103403,21-12-2024,social,north,0,1.1064,3,0
CUST103404,12-04-2024,email,east,0,2.4764,7,0
CUST103405,02-09-2024,paid_search,south,0,0.1732,1,0
CUST103406,09-06-2024,email,west,1,3.2825,9,0
CUST103407,31-03-2024,organic_search,central,1,0.3847,1,0
CUST103408,22-07-2024,organic_search,south,0,2.9787,8,0
CUST103409,12-06-2024,organic_search,south,0,0.1669,1,0
CUST103410,29-05-2024,organic_search,south,0,0.9567,2,0
CUST103411,11-01-2025,email,north,0,0.9074,2,0
CUST103412,21-12-2024,organic_search,east,0,0.5839,1,0
CUST103413,20-11-2024,social,west,0,0.6464,1,0
CUST103414,08-09-2024,paid_search,north,0,0.9754,2,0
CUST103415,21-10-2024,email,east,0,0.8759,2,0
CUST103416,04-05-2024,organic_search,south,0,0.4688,1,0
CUST103417,15-06-2024,organic_search,east,0,2.1552,6,0
CUST103418,11-07-2024,organic_search,north,0,1.1016,3,0
CUST103419,23-05-2024,paid_search,south,0,0.2299,1,0
CUST103420,20-07-2024,organic_search,north,0,0.3855,1,0
CUST103421,05-07-2024,email,west,0,1.5506,4,0
CUST103422,28-02-2024,social,south,0,0.1104,1,0
CUST103423,15-10-2024,social,east,0,1.3872,4,0
CUST103424,12-04-2024,paid_search,north,0,0.4445,1,0
CUST103425,30-10-2024,organic_search,central,0,0.8023,2,0
CUST103426,06-10-2024,paid_search,east,0,0.3293,1,0
CUST103427,02-04-2024,referral,east,0,25.8111,77,1
CUST103428,15-12-2024,email,south,1,2.3628,7,0
CUST103429,08-10-2024,email,east,0,2.6374,7,0
CUST103430,14-01-2024,email,north,0,0.2043,1,0
CUST103431,07-01-2025,organic_search,central,1,1.8432,5,0
CUST103432,24-08-2024,organic_search,west,0,0.7666,2,0
CUST103433,28-12-2024,organic_search,central,0,1.2305,3,0
CUST103434,17-04-2024,organic_search,north,0,0.2453,1,0
CUST103435,12-08-2024,organic_search,south,0,1.2447,3,0
CUST103436,29-05-2024,paid_search,north,0,2.4565,7,0
CUST103437,20-12-2024,social,east,0,0.3113,1,0
CUST103438,05-02-2024,email,south,1,0.2657,1,0
CUST103439,28-07-2024,social,west,1,0.1103,1,0
CUST103440,10-12-2024,email,west,0,0.3103,1,0
CUST103441,12-09-2024,organic_search,north,0,0.7674,2,0
CUST103442,12-03-2024,organic_search,east,0,1.7881,5,0
CUST103443,20-11-2024,social,west,1,0.3268,1,0
CUST103444,04-06-2024,organic_search,central,1,0.9706,2,0
CUST103445,03-05-2024,organic_search,south,0,3.9188,11,0
CUST103446,09-05-2024,organic_search,central,0,0.3405,1,0
CUST103447,03-12-2024,organic_search,west,0,0.7141,2,0
CUST103448,19-03-2024,paid_search,west,0,0.1839,1,0
CUST103449,01-01-2025,paid_search,north,0,1.0205,3,0
CUST103450,04-08-2024,paid_search,north,0,0.1229,1,0
CUST103451,12-07-2024,social,south,0,1.313,3,0
CUST103452,07-02-2024,paid_search,north,0,0.1957,1,0
CUST103453,17-08-2024,organic_search,east,0,6.2975,18,1
CUST103454,02-11-2024,organic_search,south,1,1.7354,5,0
CUST103455,02-09-2024,organic_search,east,0,0.4214,1,0
CUST103456,25-10-2024,social,north,0,0.5555,1,0
CUST103457,24-07-2024,email,south,0,0.3,1,0
CUST103458,30-09-2024,social,west,0,1.4572,4,0
CUST103459,16-09-2024,organic_search,central,0,0.4792,1,0
CUST103460,20-12-2024,social,west,0,1.4073,4,0
CUST103461,02-08-2024,social,east,0,0.0186,1,0
CUST103462,05-10-2024,paid_search,west,0,0.1457,1,0
CUST103463,19-01-2024,paid_search,west,0,0.4541,1,0
CUST103464,03-07-2024,paid_search,central,0,0.1153,1,0
CUST103465,25-12-2024,social,central,0,0.9191,2,0
CUST103466,01-10-2024,social,west,0,0.0522,1,0
CUST103467,31-10-2024,organic_search,central,0,11.7865,35,1
CUST103468,22-11-2024,social,west,0,1.4326,4,0
CUST103469,13-02-2024,organic_search,south,0,0.2437,1,0
CUST103470,25-02-2024,organic_search,west,0,0.6612,1,0
CUST103471,07-05-2024,referral,north,0,0.6011,1,0
CUST103472,02-12-2024,referral,central,0,1.2905,3,0
CUST103473,06-12-2024,organic_search,central,0,0.5133,1,0
CUST103474,30-06-2024,paid_search,east,0,0.0335,1,0
CUST103475,26-03-2024,organic_search,east,0,0.3198,1,0
CUST103476,27-11-2024,paid_search,north,1,0.6277,1,0
CUST103477,09-11-2024,email,central,0,3.6688,11,0
CUST103478,23-01-2024,referral,central,0,2.13,6,0
CUST103479,15-10-2024,social,east,0,0.2002,1,0
CUST103480,26-11-2024,paid_search,east,0,1.2847,3,0
CUST103481,12-12-2024,social,west,0,2.7619,8,0
CUST103482,27-11-2024,organic_search,central,0,0.0088,1,0
CUST103483,23-07-2024,email,central,1,1.2763,3,0
CUST103484,18-06-2024,email,west,0,3.6897,11,1
CUST103485,08-08-2024,social,central,0,1.1402,3,0
CUST103486,24-02-2024,organic_search,north,0,0.9304,2,0
CUST103487,06-01-2024,organic_search,east,0,4.1776,12,0
CUST103488,20-02-2024,organic_search,east,0,0.3408,1,0
CUST103489,12-05-2024,email,east,0,1.5424,4,0
CUST103490,23-04-2024,paid_search,south,0,0.2674,1,0
CUST103491,18-09-2024,organic_search,north,0,0.572,1,0
CUST103492,22-09-2024,paid_search,north,1,3.7042,11,1
CUST103493,12-10-2024,email,west,1,1.453,4,0
CUST103494,24-10-2024,organic_search,south,0,0.3795,1,0
CUST103495,18-12-2024,email,central,0,0.9659,2,0
CUST103496,21-10-2024,email,north,1,0.051,1,0
CUST103497,23-04-2024,email,south,1,0.3098,1,0
CUST103498,16-08-2024,paid_search,south,0,1.2672,3,0
CUST103499,10-07-2024,organic_search,north,0,0.8442,2,0
CUST103500,19-07-2024,paid_search,west,0,0.6343,1,0
CUST103501,25-08-2024,organic_search,south,0,1.174,3,0
CUST103502,13-12-2024,organic_search,east,1,0.5083,1,0
CUST103503,28-10-2024,social,south,0,0.0265,1,0
CUST103504,19-12-2024,paid_search,central,1,0.5817,1,0
CUST103505,13-09-2024,email,north,0,2.3241,6,0
CUST103506,18-03-2024,organic_search,central,1,1.9422,5,0
CUST103507,25-06-2024,social,west,0,0.5259,1,0
CUST103508,13-01-2024,email,east,0,0.0225,1,0
CUST103509,04-09-2024,email,north,0,1.0114,3,0
CUST103510,23-02-2024,email,south,0,1.3517,4,0
CUST103511,31-05-2024,social,east,0,2.0909,6,0
CUST103512,31-07-2024,email,south,1,0.6475,1,0
CUST103513,13-02-2024,organic_search,west,0,4.8106,14,1
CUST103514,29-02-2024,paid_search,north,1,0.8588,2,0
CUST103515,08-01-2025,organic_search,west,1,0.4324,1,0
CUST103516,13-03-2024,organic_search,west,0,0.9875,2,0
CUST103517,27-06-2024,organic_search,west,0,0.1985,1,0
CUST103518,08-06-2024,organic_search,west,0,0.2222,1,0
CUST103519,24-06-2024,organic_search,south,0,2.5893,7,0
CUST103520,21-08-2024,organic_search,central,0,0.2734,1,0
CUST103521,15-04-2024,organic_search,south,0,0.3722,1,0
CUST103522,23-09-2024,email,east,0,0.7848,2,0
CUST103523,04-09-2024,organic_search,west,0,2.2995,6,0
CUST103524,27-06-2024,social,east,0,1.5207,4,0
CUST103525,31-08-2024,organic_search,south,0,0.0448,1,0
CUST103526,19-02-2024,email,west,1,1.181,3,0
CUST103527,12-08-2024,email,south,0,0.7013,2,0
CUST103528,04-01-2025,social,west,1,0.6454,1,0
CUST103529,22-12-2024,social,south,0,1.1762,3,0
CUST103530,19-08-2024,organic_search,north,0,0.2184,1,0
CUST103531,12-06-2024,referral,central,0,3.9894,11,1
CUST103532,04-02-2024,email,central,0,1.0365,3,0
CUST103533,02-06-2024,email,west,0,0.4552,1,0
CUST103534,23-01-2024,social,north,0,5.5008,16,0
CUST103535,29-12-2024,organic_search,east,0,0.2439,1,0
CUST103536,28-02-2024,email,north,0,1.0047,3,0
CUST103537,12-01-2024,organic_search,west,0,0.0286,1,0
CUST103538,24-06-2024,social,north,0,0.4173,1,0
CUST103539,27-11-2024,organic_search,east,0,1.3764,4,0
CUST103540,25-02-2024,email,west,0,1.6501,4,0
CUST103541,12-12-2024,organic_search,central,0,0.2916,1,0
CUST103542,25-03-2024,organic_search,north,0,0.7752,2,0
CUST103543,14-01-2025,social,central,0,0.7518,2,0
CUST103544,04-05-2024,email,central,1,0.5472,1,0
CUST103545,21-09-2024,social,south,0,0.2593,1,0
CUST103546,30-03-2024,organic_search,east,0,1.2148,3,0
CUST103547,09-10-2024,organic_search,north,0,0.2908,1,0
CUST103548,22-03-2024,email,central,0,2.4194,7,0
CUST103549,18-06-2024,referral,central,0,0.7518,2,0
CUST103550,13-10-2024,email,east,0,2.0439,6,0
CUST103551,06-08-2024,paid_search,central,0,0.3435,1,0
CUST103552,24-08-2024,email,central,0,1.6455,4,0
CUST103553,28-04-2024,paid_search,central,0,0.1207,1,0
CUST103554,26-07-2024,paid_search,central,0,8.7359,26,1
CUST103555,18-11-2024,paid_search,south,0,0.4893,1,0
CUST103556,04-04-2024,paid_search,south,0,0.6349,1,0
CUST103557,05-04-2024,email,west,0,0.1825,1,0
CUST103558,23-11-2024,paid_search,north,0,0.0188,1,0
CUST103559,02-12-2024,organic_search,east,0,1.0972,3,0
CUST103560,09-08-2024,organic_search,west,0,0.886,2,0
CUST103561,21-07-2024,organic_search,south,0,0.974,2,0
CUST103562,15-01-2024,social,south,0,0.2944,1,0
CUST103563,12-01-2025,organic_search,south,0,0.2735,1,0
CUST103564,10-11-2024,organic_search,west,0,1.7737,5,0
CUST103565,11-04-2024,social,south,0,1.4323,4,0
CUST103566,18-08-2024,social,west,0,0.4107,1,0
CUST103567,30-10-2024,email,south,0,1.0156,3,0
CUST103568,07-08-2024,paid_search,central,0,1.7611,5,0
CUST103569,18-07-2024,email,central,1,2.1967,6,0
CUST103570,03-01-2024,email,north,0,0.0058,1,0
CUST103571,26-12-2024,email,south,0,1.6791,5,0
CUST103572,19-04-2024,social,north,0,0.4314,1,0
CUST103573,15-04-2024,organic_search,west,1,1.2672,3,0
CUST103574,22-05-2024,referral,north,1,0.4643,1,0
CUST103575,26-12-2024,organic_search,south,0,0.932,2,0
CUST103576,02-02-2024,organic_search,west,0,1.0407,3,0
CUST103577,22-10-2024,paid_search,west,0,3.1151,9,0
CUST103578,22-02-2024,organic_search,central,0,0.7191,2,0
CUST103579,01-10-2024,referral,west,0,1.2958,3,0
CUST103580,05-04-2024,social,west,0,0.6468,1,0
CUST103581,06-07-2024,social,north,0,0.0141,1,0
CUST103582,15-06-2024,social,west,0,0.013,1,0
CUST103583,10-04-2024,paid_search,east,1,1.0827,3,0
CUST103584,22-08-2024,organic_search,central,0,1.8789,5,0
CUST103585,28-02-2024,social,central,0,1.5384,4,0
CUST103586,14-05-2024,social,west,0,0.3716,1,0
CUST103587,09-12-2024,paid_search,north,0,0.637,1,0
CUST103588,07-09-2024,email,central,0,0.2668,1,0
CUST103589,27-09-2024,organic_search,central,0,4.5236,13,1
CUST103590,23-11-2024,organic_search,east,1,0.3018,1,0
CUST103591,09-06-2024,organic_search,west,0,0.5383,1,0
CUST103592,01-11-2024,paid_search,central,0,1.143,3,0
CUST103593,17-07-2024,email,central,0,2.0876,6,0
CUST103594,08-11-2024,email,central,0,0.0528,1,0
CUST103595,19-07-2024,paid_search,central,0,0.3581,1,0
CUST103596,27-10-2024,social,north,0,0.8416,2,0
CUST103597,28-02-2024,social,south,0,0.9632,2,0
CUST103598,27-06-2024,organic_search,east,0,0.0726,1,0
CUST103599,29-06-2024,organic_search,north,0,1.0909,3,0
CUST103600,22-08-2024,referral,east,0,0.7509,2,0
CUST103601,12-11-2024,social,central,0,1.7581,5,0
CUST103602,29-03-2024,referral,east,0,0.2513,1,0
CUST103603,10-12-2024,organic_search,west,0,0.2169,1,0
CUST103604,27-12-2024,social,west,0,1.5767,4,0
CUST103605,01-06-2024,organic_search,south,0,1.217,3,0
CUST103606,10-11-2024,organic_search,south,0,1.5686,4,0
CUST103607,29-10-2024,paid_search,east,0,1.523,4,0
CUST103608,13-02-2024,organic_search,north,1,0.1098,1,0
CUST103609,10-12-2024,organic_search,north,1,0.3265,1,0
CUST103610,09-03-2024,organic_search,central,0,0.3012,1,0
CUST103611,09-06-2024,organic_search,north,0,2.727,8,0
CUST103612,01-03-2024,social,south,0,0.6684,2,0
CUST103613,02-05-2024,paid_search,north,0,0.1177,1,0
CUST103614,05-06-2024,organic_search,central,0,0.3419,1,0
CUST103615,29-02-2024,organic_search,west,0,2.055,6,0
CUST103616,03-04-2024,organic_search,north,0,11.2665,33,1
CUST103617,10-07-2024,social,north,0,2.306,6,0
CUST103618,21-12-2024,organic_search,south,0,0.4919,1,0
CUST103619,13-03-2024,email,east,0,1.0254,3,0
CUST103620,18-09-2024,organic_search,west,0,0.326,1,0
CUST103621,17-07-2024,organic_search,east,0,0.1995,1,0
CUST103622,02-08-2024,email,central,0,0.0221,1,0
CUST103623,01-11-2024,social,central,1,0.2529,1,0
CUST103624,11-03-2024,organic_search,east,0,0.9273,2,0
CUST103625,21-10-2024,email,south,0,2.3456,7,0
CUST103626,15-07-2024,paid_search,south,0,0.1432,1,0
CUST103627,04-08-2024,email,south,1,2.5012,7,0
CUST103628,05-04-2024,social,west,0,0.4237,1,0
CUST103629,06-09-2024,social,central,0,3.3394,10,1
CUST103630,21-11-2024,referral,central,0,0.4541,1,0
CUST103631,02-10-2024,organic_search,central,0,0.5253,1,0
CUST103632,21-12-2024,social,west,0,0.3,1,0
CUST103633,26-11-2024,paid_search,central,0,1.1993,3,0
CUST103634,29-03-2024,organic_search,east,0,1.4196,4,0
CUST103635,11-10-2024,organic_search,north,0,1.7322,5,0
CUST103636,26-03-2024,organic_search,west,1,0.4175,1,0
CUST103637,07-09-2024,social,north,0,1.4466,4,0
CUST103638,27-05-2024,social,east,0,1.0152,3,0
CUST103639,12-03-2024,social,south,0,3.1681,9,0
CUST103640,05-04-2024,organic_search,south,0,0.553,1,0
CUST103641,10-06-2024,paid_search,south,1,4.8678,14,1
CUST103642,18-08-2024,email,west,0,1.3486,4,0
CUST103643,13-11-2024,paid_search,south,0,1.4973,4,0
CUST103644,28-01-2024,social,west,0,0.026,1,0
CUST103645,02-07-2024,email,west,0,0.688,2,0
CUST103646,05-01-2024,email,north,0,0.7515,2,0
CUST103647,05-09-2024,paid_search,south,0,0.0414,1,0
CUST103648,10-03-2024,email,central,0,0.3742,1,0
CUST103649,09-04-2024,paid_search,south,1,3.1155,9,0
CUST103650,15-07-2024,email,south,0,0.5553,1,0
CUST103651,14-10-2024,organic_search,south,0,0.2067,1,0
CUST103652,15-09-2024,organic_search,central,0,0.7202,2,0
CUST103653,30-11-2024,organic_search,central,0,0.0343,1,0
